latitude,longitude,key
50.71117117117117,3.509693293953222,BIMAppy10000
50.71117117117117,3.582924029751418,BIMAppy10001
50.71117117117117,3.656154765549614,BIMAppy10002
50.71117117117117,3.7293855013478097,BIMAppy10003
50.71117117117117,3.8026162371460055,BIMAppy10004
50.71117117117117,3.8758469729442013,BIMAppy10005
50.71117117117117,3.949077708742397,BIMAppy10006
50.71117117117117,4.022308444540593,BIMAppy10007
50.71117117117117,4.095539180338789,BIMAppy10008
50.71117117117117,4.168769916136984,BIMAppy10009
50.71117117117117,4.2420006519351805,BIMAppy10010
50.71117117117117,4.315231387733377,BIMAppy10011
50.71117117117117,4.388462123531572,BIMAppy10012
50.71117117117117,4.4616928593297684,BIMAppy10013
50.71117117117117,4.534923595127964,BIMAppy10014
50.71117117117117,4.60815433092616,BIMAppy10015
50.71117117117117,4.6813850667243555,BIMAppy10016
50.71117117117117,4.754615802522552,BIMAppy10017
50.71117117117117,4.827846538320747,BIMAppy10018
50.71117117117117,4.9010772741189434,BIMAppy10019
50.71117117117117,4.97430800991714,BIMAppy10020
50.71117117117117,5.047538745715335,BIMAppy10021
50.71117117117117,5.1207694815135305,BIMAppy10022
50.71117117117117,5.194000217311727,BIMAppy10023
50.71117117117117,5.267230953109923,BIMAppy10024
50.71117117117117,5.3404616889081185,BIMAppy10025
50.71117117117117,5.413692424706315,BIMAppy10026
50.71117117117117,5.48692316050451,BIMAppy10027
50.71117117117117,5.560153896302706,BIMAppy10028
50.71117117117117,5.633384632100902,BIMAppy10029
50.71117117117117,5.706615367899098,BIMAppy10030
50.71117117117117,5.7798461036972935,BIMAppy10031
50.71117117117117,5.85307683949549,BIMAppy10032
50.71117117117117,5.926307575293685,BIMAppy10033
50.71117117117117,5.999538311091881,BIMAppy10034
50.71117117117117,6.072769046890077,BIMAppy10035
50.71117117117117,6.145999782688273,BIMAppy10036
50.71117117117117,6.219230518486469,BIMAppy10037
50.71117117117117,6.292461254284665,BIMAppy10038
50.71117117117117,6.36569199008286,BIMAppy10039
50.71117117117117,6.438922725881056,BIMAppy10040
50.71117117117117,6.512153461679253,BIMAppy10041
50.71117117117117,6.585384197477448,BIMAppy10042
50.71117117117117,6.658614933275644,BIMAppy10043
