latitude,longitude,key
51.589549549549545,5.21444954954955,BIMAppy10000
51.589549549549545,5.2234585585585585,BIMAppy10001
51.589549549549545,5.232467567567568,BIMAppy10002
51.589549549549545,5.241476576576577,BIMAppy10003
51.589549549549545,5.250485585585586,BIMAppy10004
51.589549549549545,5.259494594594595,BIMAppy10005
51.589549549549545,5.2685036036036035,BIMAppy10006
51.589549549549545,5.277512612612613,BIMAppy10007
51.589549549549545,5.286521621621622,BIMAppy10008
51.589549549549545,5.295530630630631,BIMAppy10009
51.589549549549545,5.30453963963964,BIMAppy10010
51.589549549549545,5.3135486486486485,BIMAppy10011
51.589549549549545,5.322557657657658,BIMAppy10012
51.589549549549545,5.331566666666667,BIMAppy10013
51.589549549549545,5.340575675675676,BIMAppy10014
51.589549549549545,5.349584684684685,BIMAppy10015
51.589549549549545,5.3585936936936935,BIMAppy10016
51.589549549549545,5.367602702702703,BIMAppy10017
51.589549549549545,5.376611711711712,BIMAppy10018
51.589549549549545,5.385620720720721,BIMAppy10019
51.589549549549545,5.39462972972973,BIMAppy10020
51.589549549549545,5.403638738738739,BIMAppy10021
51.589549549549545,5.412647747747748,BIMAppy10022
51.589549549549545,5.421656756756757,BIMAppy10023
51.589549549549545,5.430665765765766,BIMAppy10024
51.589549549549545,5.439674774774775,BIMAppy10025
51.589549549549545,5.448683783783784,BIMAppy10026
51.589549549549545,5.457692792792793,BIMAppy10027
51.589549549549545,5.466701801801802,BIMAppy10028
51.589549549549545,5.475710810810811,BIMAppy10029
51.589549549549545,5.48471981981982,BIMAppy10030
51.589549549549545,5.4937288288288295,BIMAppy10031
51.589549549549545,5.502737837837838,BIMAppy10032
51.589549549549545,5.511746846846847,BIMAppy10033
51.589549549549545,5.520755855855856,BIMAppy10034
51.589549549549545,5.529764864864865,BIMAppy10035
51.589549549549545,5.5387738738738745,BIMAppy10036
51.589549549549545,5.547782882882883,BIMAppy10037
51.589549549549545,5.556791891891892,BIMAppy10038
51.589549549549545,5.565800900900901,BIMAppy10039
51.589549549549545,5.57480990990991,BIMAppy10040
51.589549549549545,5.58381891891892,BIMAppy10041
51.589549549549545,5.592827927927928,BIMAppy10042
51.589549549549545,5.601836936936937,BIMAppy10043
51.589549549549545,5.610845945945946,BIMAppy10044
51.589549549549545,5.619854954954955,BIMAppy10045
51.589549549549545,5.628863963963965,BIMAppy10046
51.589549549549545,5.637872972972973,BIMAppy10047
51.589549549549545,5.646881981981982,BIMAppy10048
51.589549549549545,5.655890990990991,BIMAppy10049
51.589549549549545,5.6649,BIMAppy10050
51.589549549549545,5.67390900900901,BIMAppy10051
51.589549549549545,5.682918018018018,BIMAppy10052
51.589549549549545,5.6919270270270275,BIMAppy10053
51.589549549549545,5.700936036036036,BIMAppy10054
51.589549549549545,5.709945045045045,BIMAppy10055
51.589549549549545,5.718954054054055,BIMAppy10056
51.589549549549545,5.727963063063063,BIMAppy10057
51.589549549549545,5.7369720720720725,BIMAppy10058
51.589549549549545,5.745981081081081,BIMAppy10059
51.589549549549545,5.75499009009009,BIMAppy10060
51.589549549549545,5.7639990990991,BIMAppy10061
51.589549549549545,5.773008108108108,BIMAppy10062
51.589549549549545,5.7820171171171175,BIMAppy10063
51.589549549549545,5.791026126126126,BIMAppy10064
51.589549549549545,5.800035135135135,BIMAppy10065
51.589549549549545,5.809044144144145,BIMAppy10066
